erddap_id,var_name,var_class
fk2014,quantificationUnit,logical
fk2014,quantificationValue,numeric
fk2014,recordedBy,logical
fk2014,references,logical
fk2014,region,logical
fk2014,sampleRadiusInMeters,character
fk2014,scientificName,logical
fk2014,species_cd,logical
fk2014,species_nr,numeric
fk2014,stateProvince,logical
fk2014,station_nr,numeric
fk2014,subregion_nr,numeric
fk2014,taxonRank,logical
fk2014,time,character
fk2014,timeUncertainty,character
fk2014,underwaterVisibilityInMeters,numeric
fk2014,vernacularName,logical
fk2014,verticalDatum,logical
fk2014,waterBody,logical
fk2014,waterTemperatureInCelsius,character
fk2014,zone_nr,numeric
